vylovit+4	вытащить+из-под+l
vyslat+na+4	направить+в+a
uspíšit+4	ускорить+a
modernizovat+4	модернизировать+a
vyměňovat+za+4	обменивать+на+a
ukázat+na+6	показать+на+a
akceptovat+4	принять+a
vyrovnat+4	выровнять+при+l
distribuovat+4	распространять+a
odevzdávat+4	передавать+от+g
vyvážit+7	уравновесить+i
vézt+4	везти+a
vypracovat+z+2	составить+на+a
rozpoznat+4	распознать+a
vybrat+3	выбрать+для+g
přihodit+4	подкинуть+на+a
uvrhnout+4	привести+a
řídit+4	управлять+i
financovat+4	финансировать+a
mrknout+na+4	глянуть+на+a
nechávat+7	оставлять+за+i
utrácet+4	тратить+a
povědět+o+6	рассказать+о+l
varovat+před+7	предупреждать+об+l
střežit+4	охранять+a
kázat+o+6	проповедовать+из+g
změřit+4	измерить+у+g
odvést+od+2	свести+на+a
zaplavit+7	залить+i
stavět+na+6	строить+на+l
odlétat+4	улетать+a
spojovat+s+7	связывать+с+i
ukládat+4	вкладывать+a
dopravit+4	доставить+a
vraždit+4	убивать+g
dávat+7	давать+g
mařit+4	препятствовать+d
oddalovat+4	откладывать+a
naplňovat+7	наполнять+i
ukazovat+7	указывать+на+a
požadovat+4	требовать+g
obhajovat+proti+3	защищать+в+l
upouštět+od+2	отходить+от+g
vyčkávat+s+7	ждать+за+i
ranit+7	ранить+в+a
žít+7	жить+с+i
stisknout+4	нажать+на+a
udržet+4	сохранить+a
odvážet+4	увозить+за+a
spadnout+z+2	упасть+с+g
kývat+7	кивать+i
dohodnout+s+7	договориться+с+i
skončit+4	закончиться+с+i
přát+3	желать+d
spáchat+4	совершить+a
dojmout+4	растрогать+g
tisknout+4	прижимать+к+d
odejít+k+3	отойти+к+d
rozbít+o+4	разбить+о+a
znepokojit+7	озаботить+i
namířit+na+4	прицелиться+в+l
říkat+3	говорить+d
povědět+4	рассказать+о+l
zabalit+7	уложить+в+a
upoutat+na+4	привлечь+к+d
naléhat+na+4	настаивать+на+l
zvednout+z+2	поднять+с+g
soupeřit+s+7	соперничать+с+i
péci+4	печь+a
najímat+3	нанимать+для+g
odepsat+4	списать+a
houpat+na+6	качаться+на+l
zanést+4	внести+в+a
obhajovat+4	защищать+a
prozradit+4	выдать+g
léčit+7	лечить+i
znázorňovat+4	изображать+a
omlouvat+4	оправдывать+g
vycházet+na+4	выходить+на+a
přát+od+2	желать+в+l
ochutnat+2	попробовать+на+a
předepisovat+4	предписывать+a
přehodit+přes+4	накинуть+на+a
soudit+o+6	судить+о+l
hvízdat+na+4	свистеть+в+a
deportovat+4	выслать+из+g
oznámit+4	объявить+о+l
utéci+z+2	сбежать+с+g
odradit+4	отбить+у+g
děsit+4	пугать+g
mít+3	иметь+по+d
zformulovat+4	сформулировать+a
skládat+7	укладывать+в+a
skončit+s+7	кончить+на+a
dostat+na+4	получить+по+d
vykazovat+4	показывать+a
ztrácet+4	терять+a
jít+k+3	пойти+к+d
připomenout+4	напомнить+n
oloupit+4	отнять+у+g
pít+4	пить+a
zůstat+na+4	остаться+на+l
vybudovat+na+6	создать+с+g
odejít+z+2	уйти+из+g
umlčet+4	заглушить+a
bojovat+4	бороться+за+a
vzbuzovat+7	возбуждать+в+l
oživit+4	оживить+a
stabilizovat+4	стабилизировать+a
přivézt+4	привезти+a
popírat+4	отрицать+n
stvořit+z+2	создать+из+g
psát+4	писать+a
mrknout+7	моргнуть+i
otvírat+4	открывать+a
nalévat+3	наливать+d
zůstávat+za+7	оставаться+по+a
získat+7	получить+в+l
dát+za+4	дать+за+a
přivítat+s+7	встретить+в+n
získávat+4	получать+a
získávat+od+2	получать+от+g
obviňovat+z+2	обвинять+в+l
přidat+k+3	добавить+к+d
probíhat+7	идти+о+l
rozdat+3	раздать+d
považovat+2	принимать+во+a
snít+3	мечтать+о+l
spolupracovat+na+6	сотрудничать+в+l
postoupit+4	передать+a
položit+na+4	положить+на+a
vylomit+4	взломать+a
oznámit+na+4	объявить+о+l
nabídnout+na+4	предложить+для+g
splést+4	перепутать+n
pálit+z+2	палить+из+l
vyhodit+7	выгнать+из+g
vyzvat+k+3	призвать+к+d
podepsat+4	подписать+a
doběhnout+k+3	добежать+до+g
sedět+3	сидеть+на+l
hostit+7	угощать+i
přejít+4	перейти+на+a
chytat+2	ловить+a
stát+na+6	стоять+на+l
zkoušet+4	пробовать+на+l
svádět+s+7	сваливать+на+a
opravit+4	починить+a
zamávat+3	помахать+d
zpravit+o+6	известить+об+l
dát+pro+4	велеть+из+g
zapůsobit+7	подействовать+i
držet+na+4	держаться+за+a
dohodnout+3	договориться+об+l
čerpat+2	черпать+g
věřit+na+4	верить+в+a
klepnout+7	стукнуть+i
ušetřit+4	избавить+от+g
myslet+7	думать+о+l
pohupovat+7	покачивать+i
směřovat+4	направляться+на+a
odejít+s+7	уйти+с+i
táhnout+7	идти+по+l
zkrášlit+4	украсить+n
přikázat+3	приказать+d
zdědit+4	унаследовать+a
vyhledat+4	найти+a
zabraňovat+3	мешать+d
sehnat+4	раздобыть+a
vykročit+k+3	шагнуть+к+d
pochovávat+4	хоронить+g
stanovit+4	определить+a
odpovídat+4	отвечать+на+a
redukovat+4	приводить+к+d
potkat+s+7	встретить+в+l
odsouhlasit+4	принять+на+l
svěřit+4	доверить+a
svírat+3	сжимать+a
přidělit+4	прикрепить+к+d
mířit+na+4	направлять+на+a
tajit+4	прятать+a
dávat+v+6	дарить+в+a
dodat+2	прибавить+перед+i
zvolit+4	выбрать+a
pomáhat+v+6	помогать+в+l
odvolat+z+2	снять+с+g
fasovat+4	получать+a
vyrobit+4	сделать+a
zaklepat+4	постучать+в+a
pomáhat+4	помогать+a
znamenat+4	означать+a
vrátit+do+2	вернуть+в+a
odkládat+4	откладывать+a
vyprávět+4	рассказывать+a
hrozit+7	угрожать+i
vnímat+4	воспринимать+a
propálit+4	сжечь+a
zahnout+na+4	свернуть+на+a
kreslit+4	рисовать+на+l
jmenovat+7	назначить+i
navrhnout+za+4	представить+к+l
docílit+4	достигнуть+g
následovat+2	последовать+за+i
nakládat+s+7	обращаться+с+i
srovnat+do+2	сравнить+с+g
pocházet+z+2	происходить+из+g
zavánět+7	отдавать+i
bojovat+s+7	бороться+с+i
vkládat+do+2	возлагать+на+a
používat+k+3	использовать+в+l
vynaložit+na+4	потратить+на+a
vydat+4	выпустить+a
znát+s+7	знать+о+l
pustit+do+2	впустить+в+a
zvýšit+z+2	поднять+с+l
vylít+4	вылить+из+g
odcházet+k+3	уходить+от+g
připojit+4	добавить+a
spasit+4	спасти+a
sypat+4	посыпать+a
uveřejnit+4	опубликовать+a
roznášet+4	разносить+a
snášet+pro+4	выдерживать+ради+g
myslit+7	думать+о+l
rozmluvit+3	отговорить+g
předčit+4	превзойти+n
vyšetřovat+4	расследовать+n
kývnout+na+4	кивнуть+на+a
zamířit+4	направиться+к+d
směňovat+4	обменивать+на+a
proměnit+na+4	превратить+в+a
podat+3	подать+d
odporovat+3	противоречить+d
nechat+na+4	оставить+на+l
zahrnovat+4	включать+в+a
naložit+s+7	погрузить+в+a
vynutit+7	добиться+при+l
vydělávat+na+4	зарабатывать+на+a
rozmlouvat+s+7	разговаривать+с+i
spojit+4	связать+a
zopakovat+4	повторить+a
využít+pro+4	использовать+для+g
zostřit+4	усилить+n
stát+při+6	стоять+на+l
urychlit+4	ускорить+a
pojistit+proti+3	застраховать+от+g
rámovat+4	обрамлять+a
poslat+na+4	послать+на+a
obdařit+7	наделить+i
změnit+na+4	изменить+на+a
přinutit+4	заставить+a
přeměnit+4	преобразовать+a
psát+na+4	писать+на+a
oslovovat+4	обращаться+к+d
zvyknout+na+4	привыкнуть+к+d
doprovodit+na+4	проводить+на+l
zpívat+3	петь+по+d
spolknout+4	проглотить+a
odnést+za+4	вынести+за+a
pomoci+při+6	помочь+в+l
spět+k+3	идти+к+d
zbít+4	избить+a
zesílit+4	усилить+a
soustředit+na+4	сосредоточить+на+l
svěřovat+4	поручать+n
předcházet+3	предшествовать+d
ukázat+4	указать+на+a
znásilňovat+4	насиловать+a
zaplňovat+4	заполнять+a
zlobit+4	сердить+на+a
mrkat+7	моргать+i
bojovat+proti+3	бороться+с+i
odjíždět+7	выезжать+из+g
válčit+s+7	воевать+с+i
vstoupit+do+2	войти+в+a
bít+4	биться+за+a
uvést+na+4	привести+к+d
obětovat+pro+4	пожертвовать+ради+g
předvídat+4	предвидеть+a
obracet+v+6	обращать+к+d
vidět+v+6	видеть+в+l
vznikat+3	возникать+между+i
ubíhat+4	проходить+a
nést+3	нести+в+l
zemřít+na+4	умереть+от+g
zajistit+3	обеспечить+g
prověřovat+4	проверять+a
připravovat+3	готовить+n
nabrat+7	набрать+в+l
schovat+4	спрятать+a
zaplavovat+4	заливать+a
vyplnit+7	наполнить+i
odhodit+4	отбросить+a
konkurovat+s+7	конкурировать+с+i
pouštět+2	выпускать+из+g
věřit+3	верить+d
vézt+na+6	везти+в+l
ovládat+4	управлять+i
napojit+4	напоить+g
odcházet+z+2	уходить+из+g
topit+7	топить+i
stlačit+4	нажать+a
vázat+z+2	связывать+с+i
odsuzovat+za+4	осуждать+за+a
snížit+na+4	сократить+до+g
narovnat+4	разогнуть+a
měnit+na+6	менять+в+l
vsunout+na+4	всунуть+в+a
ucítit+4	почувствовать+a
zamezit+3	предотвратить+a
připsat+na+4	приписать+к+d
třást+7	встряхивать+a
zastavit+k+3	остановиться+возле+g
přistihnout+při+6	застигнуть+на+l
prohloubit+4	углубить+a
mluvit+do+2	говорить+в+a
hrát+4	играть+в+a
dovést+k+3	привести+к+d
odnést+7	отнести+в+a
soupeřit+o+4	соперничать+за+a
vylézt+3	влезть+на+a
vypisovat+4	выписывать+a
uhnout+7	отклониться+в+a
užít+pro+4	использовать+для+g
čekat+3	ждать+d
vydělat+7	заработать+i
vyčerpat+4	исчерпать+a
vyžadovat+po+6	требовать+от+g
zkontrolovat+4	проверить+a
udat+4	сообщить+a
přinést+3	принести+d
kalit+4	портить+g
zanést+na+4	внести+в+a
vyvést+z+2	вывести+из+g
snížit+z+2	сократить+с+l
sestavit+z+2	составить+из+g
vyvinout+4	разработать+a
ukládat+na+4	укладывать+в+l
uložit+4	уложить+на+a
stíhat+4	преследовать+g
používat+2	пользоваться+i
odměnit+4	вознаградить+g
přivést+3	привести+к+d
vykopat+4	вырыть+на+l
volat+k+3	звать+к+d
šetřit+7	экономить+на+l
přivyknout+3	привыкнуть+к+d
vyčkávat+4	ждать+за+i
upoutávat+4	привлекать+в+l
pohladit+4	погладить+a
poděkovat+za+4	поблагодарить+за+a
utáhnout+4	затянуть+a
hovořit+o+6	говорить+о+l
stoupat+k+3	подниматься+к+d
vjet+7	въехать+i
ozdobit+7	украсить+i
oloupit+o+4	отнять+у+g
vyřídit+3	передать+d
najít+4	найти+a
vyúčtovat+4	рассчитаться+с+i
postavit+na+6	построить+на+l
stát+za+7	стоить+за+i
skrýt+před+7	скрыть+от+l
prorazit+4	проломить+a
odvolat+4	отстранить+от+g
dohnat+4	наверстать+a
požívat+4	пользоваться+i
příslušet+3	принадлежать+по+d
nominovat+4	назначать+n
vyučovat+4	преподавать+a
utvrdit+4	укрепить+a
vyvádět+z+2	выводить+из+g
chodit+k+3	ходить+к+d
podtrhnout+4	подчеркнуть+n
zaslechnout+4	услышать+a
odletět+k+3	вылететь+на+a
zastiňovat+4	заслонять+от+g
ubezpečit+4	уверить+g
chytit+do+2	поймать+в+a
vonět+po+6	пахнуть+от+g
odpírat+3	отказывать+в+l
pokládat+4	считать+i
udělat+na+6	сделать+с+i
brát+k+3	брать+на+a
provázet+7	провожать+i
napsat+na+4	написать+на+l
nadhodit+4	подбросить+в+l
zaregistrovat+4	зарегистрировать+a
holit+4	брить+a
odlišit+4	отличить+от+g
splývat+s+7	сливаться+с+i
povolat+4	вызвать+к+d
přehodit+na+4	накинуть+на+a
vyhradit+4	отвести+a
přesunout+na+4	переместить+на+a
narazit+3	столкнуться+с+i
nakousnout+4	начать+a
zmodernizovat+4	модернизировать+n
přidat+2	прибавить+n
zasvěcovat+4	посвящать+a
vypracovat+4	разработать+a
ignorovat+4	игнорировать+a
postavit+4	поставить+a
zasvětit+4	посвятить+a
tlouci+4	биться+a
vykládat+o+6	говорить+о+l
uchvátit+4	увлечь+за+i
vzít+k+3	взять+с+i
odjíždět+po+6	отходить+спустя+a
předvést+3	показать+d
napadnout+4	напасть+на+l
pojmenovat+7	назвать+i
přísahat+4	клясться+i
ošetřovat+4	ухаживать+i
vyrábět+4	производить+a
vykřikovat+4	выкрикивать+a
vyjmout+4	вынуть+из+g
přidržovat+7	придерживать+i
topit+4	топить+в+n
zvrátit+4	повернуть+a
dorazit+4	добраться+до+g
nastavit+4	подставить+a
propagovat+4	пропагандировать+a
rodit+z+2	рожать+для+g
odvětit+7	ответить+n
slučovat+4	сочетать+в+l
přerušit+7	прервать+i
sahat+po+6	тянуться+к+d
trávit+4	коротать+a
běžet+4	бежать+по+d
pohánět+7	побуждать+i
přizpůsobit+4	адаптировать+n
vytrhovat+z+2	вырывать+из+g
fandit+3	болеть+за+a
dospět+k+3	прийти+к+d
ospravedlňovat+4	оправдывать+a
vychutnávat+4	наслаждаться+i
odvézt+k+3	отвезти+в+a
dospět+v+4	прийти+к+d
zlikvidovat+7	ликвидировать+за+a
prolomit+4	сломать+a
vypovědět+o+6	отказаться+от+g
zbít+7	избить+n
pohnout+4	пошевелить+i
analyzovat+4	анализировать+a
tkvít+v+6	заключаться+в+l
šuškat+4	шептаться+на+l
uvolnit+4	освободить+a
dostávat+na+4	получать+за+a
přeměnit+na+4	превратить+из+g
ocenit+v+6	оценить+после+g
pozměňovat+4	менять+a
ustoupit+v+6	отступиться+в+a
chystat+4	готовить+на+a
šeptat+3	шептать+d
donést+3	принести+к+d
natahovat+3	протягивать+d
vyhodnotit+4	оценить+a
prokazovat+4	оказывать+a
rozumět+4	понимать+g
procvičovat+4	упражняться+на+l
vytrhnout+4	вырвать+у+g
klesnout+7	упасть+с+g
odesílat+na+4	посылать+в+a
šlápnout+4	наступить+на+a
vypočítat+4	подсчитать+a
uchránit+4	защитить+a
přilepit+k+3	приклеить+к+l
zkusit+4	попробовать+на+l
přitlačit+4	нажать+a
rozpoutávat+4	разжигать+n
předávat+3	передавать+d
přivodit+4	вызвать+n
roztahovat+4	растягивать+g
rozebírat+4	разбирать+g
nanášet+4	наносить+на+a
uniknout+3	избежать+g
spustit+k+3	спустить+на+a
předat+4	передать+a
uvolňovat+4	освобождать+a
potrestat+4	наказать+g
zmrazit+4	заморозить+a
vsouvat+4	вставлять+через+a
sdělovat+4	сообщать+о+l
obžalovat+4	обвинить+в+l
zodpovídat+3	отвечать+перед+i
šplhat+na+4	карабкаться+на+a
nabývat+2	приобретать+a
připadat+na+4	приходиться+на+a
vysvětlit+7	объяснить+i
vymezit+4	определить+n
držet+3	держаться+за+a
navštívit+4	посетить+a
odjíždět+4	уезжать+a
redukovat+na+4	приводить+к+d
zakrývat+7	закрывать+i
poplést+4	перепутать+a
zpívat+o+6	петь+о+l
krýt+4	прикрывать+g
přihodit+na+4	подкинуть+на+a
vydávat+4	тратить+на+a
rozrušit+4	взволновать+до+g
táhnout+4	тащить+за+i
zanechávat+4	оставлять+за+i
píchnout+7	ткнуть+i
srovnat+4	сравнить+g
požádat+po+6	попросить+у+g
vznést+4	поднять+a
nastartovat+4	завести+a
lákat+7	манить+i
vztahovat+na+4	протягивать+к+d
klást+za+4	возлагать+на+a
objasnit+4	объяснить+n
docházet+3	происходить+в+a
seznámit+s+7	познакомить+с+i
uvalit+na+4	возложить+на+a
podporovat+v+6	поддерживать+в+l
potvrdit+7	подтвердить+в+l
přát+2	желать+a
připadat+7	казаться+до+g
vystoupit+s+7	выступить+на+l
navrátit+4	вернуть+к+d
přerušovat+4	прерывать+g
chystat+na+4	готовить+на+a
zůstávat+při+6	оставаться+на+l
ubíjet+4	убивать+a
hodit+k+3	швырнуть+к+l
potkávat+4	встречать+на+l
táhnout+k+3	тянуть+к+d
zdemolovat+4	разгромить+a
zvyšovat+7	повышать+при+l
zamumlat+4	пробормотать+a
ulehčit+4	облегчить+a
uhodit+4	накинуться+на+a
srovnávat+7	сравнивать+с+i
odloučit+4	отделить+a
otočit+4	повернуть+a
přemluvit+k+3	уговорить+на+a
zakoupit+4	купить+для+g
měřit+7	измерять+по+d
balit+4	упаковывать+g
vypustit+4	выпустить+из+g
bránit+v+6	стоять+у+g
zdvihat+4	поднимать+g
zvonit+4	звонить+в+a
spálit+4	сжечь+a
hlídat+4	следить+за+a
zavolat+na+4	позвонить+в+a
uvidět+4	увидеть+a
pískat+4	играть+на+l
nakládat+4	грузить+на+a
vyhrávat+4	играть+a
odsoudit+za+4	осудить+за+a
posílit+4	укрепить+a
zachovávat+4	сохранять+a
objevovat+4	открывать+a
sestavovat+4	составлять+a
symbolizovat+4	символизировать+a
protáhnout+4	протянуть+a
uznat+4	признать+a
dodávat+2	поставлять+в+a
dodávat+3	придавать+g
mít+před+7	думать+о+l
opakovat+po+6	повторить+за+i
vypovědět+4	отказаться+от+g
pískat+na+4	играть+на+l
přemoci+v+6	победить+в+l
usedat+k+3	усаживаться+за+a
zlomit+4	сломать+a
jezdit+s+7	ездить+с+i
kývat+na+4	кивать+на+a
navazovat+4	устанавливать+a
využít+na+4	использовать+для+g
odloučit+od+2	отделить+от+g
zfalšovat+4	подделать+a
dohlížet+na+4	следить+за+i
plavat+v+6	плавать+в+l
dohodnout+na+6	договориться+о+l
přejít+k+3	перейти+к+d
natočit+4	записать+на+a
začít+4	начать+a
přijmout+do+2	принять+в+a
vykonávat+4	отправлять+a
dodat+do+2	прибавить+перед+i
bránit+4	защищать+a
využívat+2	использовать+a
protestovat+7	возражать+против+g
posoudit+4	оценить+a
plánovat+4	планировать+a
spekulovat+o+6	спекулировать+по+d
vyústit+v+4	вылиться+в+a
odpovídat+za+4	отвечать+за+a
zaměřit+na+4	сосредоточить+на+l
vytáhnout+k+3	вытащить+из+g
vytvářet+z+2	создавать+из+g
činit+z+2	делать+для+g
zneužít+2	злоупотребить+i
slyšet+z+2	слышать+от+g
sdílet+s+7	делить+с+i
integrovat+do+2	интегрировать+в+a
zapálit+7	зажечь+i
radit+3	советовать+d
připomínat+4	напоминать+a
chápat+2	понимать+g
brát+s+7	брать+с+i
stoupat+z+2	подниматься+в+l
dovést+3	довести+до+g
prohlásit+7	заявить+i
převádět+4	переводить+n
dát+do+2	вложить+в+a
přijet+na+6	приехать+на+l
přežívat+4	выживать+в+l
mlátit+7	бить+i
pochválit+4	похвалить+за+a
přenést+na+4	перенести+на+a
splnit+4	выполнить+a
nasměrovat+4	направить+на+a
dát+4	дать+a
podnikat+v+6	предпринимать+до+g
vyděsit+4	испугать+g
mnout+4	тереть+a
vysadit+4	посадить+на+a
nalít+4	налить+g
uklízet+4	убирать+a
obejít+s+7	обойти+вокруг+g
zpřísnit+4	усилить+a
nutit+7	заставлять+n
odpouštět+3	прощать+g
importovat+4	импортировать+a
dávat+o+6	давать+о+l
fouknout+na+4	подуть+на+a
trpět+na+4	страдать+в+a
vydělit+4	выделить+a
působit+7	действовать+под+i
vytrhávat+4	вырывать+из+g
žít+s+7	жить+с+i
zasílat+4	посылать+a
degradovat+z+2	понизить+с+g
snít+o+6	мечтать+о+l
doufat+v+4	надеяться+на+a
připisovat+3	приписывать+d
připisovat+4	приписывать+a
doufat+v+4	надеяться+на+a
připisovat+3	приписывать+d
připisovat+4	приписывать+a
doufat+v+4	надеяться+на+a
připisovat+3	приписывать+d
připisovat+4	приписывать+a
